FID,Lat,Lng,Score,Q1,Q2,Q3,Q4,Q5,ashcan,awning,bicycle,booth,bridge,building,bulletin board,car,ceiling,chair,column,desk,earth,fence,fountain,grass,lake,lamp,minibike,mountain,person,pier,plant,railing,road,sculpture,sidewalk,signboard,sky,skyscraper,sofa,streetlight,tree,van,wall,water,windowpane
10100,42.371799,-71.114845,7.875545532,1,7.610410245,5.915228807,5.963609679,6.208749581,0,0,0,0,0,0.325773,0,0.127004,0,0,0,0,0,4.30E-05,0,0.011379,0,0,0,0,0.004066,0,0.000191,0,0.233965,0,0.024809,0.004969,0.128012,0,0,8.00E-06,0.139781,0,0,0,0
10103,42.371799,-71.116341,8.487951489,1,6.735531253,5.911477869,5.412752136,4.696082996,0,0,0,0,0,0.555973,0,0.046672,0,0,0,0,0,0,0,0,0,0,0,0,0.009156,0,6.60E-05,0,0.178211,0,0.05477,0.008438,0.101984,0,0,0,0.010438,0,0,0,0
10104,42.371799,-71.117096,5.765040426,1,6.59664945,5.636793814,6.346176805,5.408671222,0,0,0,0,0,0.502238,0,0.013938,0,0,0,0,0,0.000191,0,0,0,0,0,0,0.000574,0,0,0,0.232066,0,0.042711,0.007195,0.117266,0,0,0,0.005301,0,0.024852,0,0
10105,42.371799,-71.11747,7.396359574,1,7.617861785,6.105083963,6.521875898,6.496967506,0,0,0,0,0,0.39493,0,0.135402,0,0,0,0,0,0.001711,0,0,0,0,0,0,0.004625,0,0,0,0.173617,0,0.034562,0,0.140805,0,0,0,0.109262,0,0.004098,0,0
10106,42.371799,-71.118217,6.011527021,1,3.563514109,3.501356108,5.640971011,4.901279766,0,0,0,0,0,0.258219,0,0.071852,0,0,0,0,0,0.001387,0,0.000141,0,0,0,0,0.001105,0,0.001309,0,0.282863,0,0.015879,0.004578,0.295402,0,0,0,0.012777,0.0145,0.012449,0,0
10107,42.371799,-71.118591,6.251312766,1,6.592700099,5.982745686,5.36527372,3.898588026,0,0,0,0,0,0.573277,0,0.103672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134789,0,0.038184,0,0.141223,0,0,0,0.008047,0,0,0,0
10108,42.371799,-71.119347,6.827184043,1,5.764036516,5.502625656,5.648333105,6.380879702,0,0,0.046195,0,0,0.177527,0,0.200559,0,0,0,0,0.008902,2.30E-05,0,0.012148,0,0,0,0,0,0,0.001891,0,0.095809,0,0.112668,0,0.233336,0,0,0,0.106477,0,0.003859,0,0
10110,42.372124,-71.059113,5.145038511,1,2.842192615,3.357377806,5.116531171,5.4407493,0,0,0,0,0,0.186633,0,0.000148,0,0,0,0,0,0.002668,0,0.016016,0,0,0,0,0,0,0.007426,0,0.391223,0,0.009711,0.001445,0.351062,0,0,0.00127,0.032398,0,0,0,0
10111,42.372124,-71.059486,7.299431702,1,3.175179079,3.39777252,6.118911463,5.038039961,0,0.000797,0,0,0,0.280738,0,0,0,0,0,0,0.034238,0.014578,0,0,0,0,0,0,0,0,0.001688,0,0.324145,0,0.031582,0.002191,0.281109,0,0,0.000391,0.027355,0,0,0,0
10112,42.372124,-71.060242,6.576634681,1,3.208592229,3.349587397,5.872407035,4.827726341,0,0,0,0,0,0.258703,0,0.01682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391098,0,0.017871,0.000977,0.291078,0,0,0.00066,0.004344,0.001758,0,0,0
10116,42.372124,-71.062492,5.316125532,1,5.750857452,5.802700675,5.622361497,6.180363126,0,0,0,0,0,0.26707,0,0.012652,0,0,0,0,0,0.003141,0,5.50E-05,0,0,0,0,0,0,0.019242,0,0.266969,0,0.076504,0,0.119395,0,0,0,0.196258,0,0.038715,0,0
10117,42.372124,-71.062866,6.071746596,1,7.850837632,6.824686941,6.02182983,5.983627031,0,0,0,0,0,0.360633,0,0,0,0,0,0,0,0,0,0.003137,0,0,0,0,0,0,0.049031,0,0.245887,0,0.082199,0,0.083488,0,0,0,0.170312,0,0,0,0
10120,42.372124,-71.064743,4.127444468,2,3.530100548,3.085867621,4.365892912,3.584082832,0,0,0,0,0,0.01484,0,0.000703,0,0,0,0,0.007387,0,0,0.065055,0,0,0,0,0,0,0,0,0.357508,0,0.027086,0.006367,0.41034,0,0,0.001148,0.100055,0,0.000523,0,0
10121,42.372124,-71.065117,4.687179362,1,3.042038117,3.705060881,4.757514398,4.942750505,0,0,0,0,0,0.104785,0,0.017863,0,0,0,0,0,0,0,0,0,0,0,0,0.000434,0,0,0,0.325434,0,0.120855,0.007199,0.39266,0,0,0.001523,0.027402,0,0,0,0
10123,42.372124,-71.066246,3.884841702,2,2.841822487,2.390790005,4.166761587,3.357293984,0,0,0,0,0,0.05384,0,0.005641,0,0,0,0,0.011387,0.078875,0,0,0,0,0,0,0,0,0,0.000336,0.281125,0,0,0.002512,0.483664,0,0,0,0,0,0.082375,0,0
10124,42.372124,-71.066994,3.967498936,2,3.028103717,2.43205032,4.584992662,2.679329221,0,0,0,0,0,0.05477,0,0.010414,0,0,0,0,0.009426,0.04566,0,0,0,0,0,0,4.00E-06,0,0,0.000273,0.31893,0,7.00E-05,5.90E-05,0.484352,0,0,0,0,0,0.071973,0,0
10125,42.372124,-71.067368,4.808314255,2,2.243978238,2.181314559,4.367759704,2.79287867,0,0,0,0,0,0.024137,0,0.000734,0,0,0,0,0.00909,0.058906,0,0,0,0,0,0.000449,0,0,0,0,0.410074,0,0,0,0.488344,0,0,1.20E-05,0.004008,0,0,0,0
10128,42.372124,-71.069244,3.55074766,1,2.129110331,2.756073634,3.448466889,3.995718697,0,0,0,0,0.135688,0.020992,0,0.026191,0,0,0,0,0.05741,0.023805,0,0,0,0,0,0,1.20E-05,0,0,0.005031,0.320594,0,0,0.006426,0.403852,0,0,0,0,0,0,0,0
10132,42.372124,-71.078255,6.003248723,1,5.929156658,5.764325697,6.195027441,5.875227324,0,0,0,0,0,0.200008,0,0.003238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020508,0,0.281438,0,0.110699,0.000816,0.135965,0,0,0,0.244152,0,0.001547,0,0
10133,42.372124,-71.078629,6.324564043,1,4.144315878,4.126320042,6.271043992,4.913750566,0,0,0,0,0,0.282973,0,0.012301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007312,0.00541,0.305914,0,0.076637,0,0.253086,0,0,0,0.02309,0,0.033277,0,0
10134,42.372124,-71.079376,5.767217234,1,3.314836157,3.580991402,6.05002033,4.973909333,0,0,0,0,0,0.290562,0,0.022371,0,0,0,0,0,0,0,0,0,0,0,0,9.80E-05,0,0,0,0.347141,0,0.040023,0,0.288988,0,0,0,0.010172,0,0,0,0
10135,42.372124,-71.079758,6.205072128,1,3.650945501,3.911073922,5.476581468,4.78550081,0,0,0,0,0,0.313707,0,0.009633,0,0,0,0,0,0,0,0,0,0,0,0,0.007555,0,0,0,0.33643,0,0.045047,7.80E-05,0.282023,0,0,0,0.005508,0,0,0,0
10136,42.372124,-71.080505,7.575325745,1,4.41359682,3.568007386,6.483112903,4.803009523,0,0,0,0,0,0.270332,0,0.069293,0,0,0,0,0,0.001195,0,0,0,0,0,0,0,0,0.026012,0,0.229445,0,0.056762,0.000543,0.331113,0,0,4.00E-06,0.003988,0.009352,0.001961,0,0
10137,42.372124,-71.080879,6.269008511,1,3.805096594,4.675688153,6.06790025,5.540260101,0,0,0,0,0,0.382398,0,0.128473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220332,0,0.011473,0,0.236207,0,0,0,0.019496,0,7.00E-05,0,0
10138,42.372124,-71.081635,6.014729787,1,6.623639158,5.424433031,5.887071643,5.659429205,0,0,0,0,0,0.301883,0,0.025277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277945,0,0.073961,0,0.158855,0,0,0,0.162078,0,0,0,0
10139,42.372124,-71.082008,7.096918298,1,5.974828175,6.934906804,5.9787149,5.902737805,0,0,0,0,0,0.301238,0,0.084426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011371,2.30E-05,0.215285,0,0.065145,0,0.07993,0,0,0,0.206809,0,0,0,0
10140,42.372124,-71.082756,6.642627234,1,6.694266932,7.37549772,5.598274357,5.478241253,0,0,0,0,0,0.347078,0,0.118234,0,0,0,0,0,0.00607,0,0,0,0,0,0,0,0,0.013578,0,0.194145,0,0.030609,0,0.014984,0,0,0,0.269348,0,0.005953,0,0
10142,42.372124,-71.083885,5.201099787,1,6.225835387,5.240348549,6.020856213,6.64578865,0,0,0,0,0,0.099184,0,0.078461,0,0,0,0,0.023258,0.00368,0,0,0,0,0,0,0.001535,0,0,0,0.287707,0,0.007555,0,0.219516,0,0,0.000184,0.278539,0,0.000273,0,0
10143,42.372124,-71.084259,5.754017872,1,5.683264525,5.324600381,5.795392166,5.923144684,0,0,0,0,0,0.19375,0,0.113211,0,0,0,0,0.027645,0.020848,0,0.003738,0,0,0,0,0,0,0,0,0.22791,0,0.023359,0,0.202777,0,0,0.000465,0.186172,0,0,0,0
10145,42.372124,-71.085381,5.057485106,1,6.382546438,5.761728894,5.919626339,4.455393889,3.10E-05,0,0,0,0,0.574305,0,0.004098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175082,0,0.089648,0.005309,0.13573,0,0,0,0.006094,0,0,0,0
10146,42.372124,-71.086136,7.067679149,1,5.779285149,3.800276992,5.43829301,5.447409014,0.000801,0,0.000664,0,0,0.21684,0,0.017828,0,0,0,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0.364977,0,0.033645,0,0.258695,0,0,5.50E-05,0.106449,0,0,0,0
10147,42.372124,-71.08651,6.652142979,1,3.43000807,4.17883317,6.536758806,5.018587518,0,0,0,0,0,0.314191,0,0.062578,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-06,0,0.000473,0,0.302914,0,0.033551,0.005363,0.254762,0,0,0.005277,0.020883,0,0,0,0
10149,42.372124,-71.087631,6.113667234,1,3.982020372,4.426972128,5.909608864,5.077846362,0,0,0,0,0,0.316812,0,0.125262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773,0,0.181762,0,0.006277,0.003246,0.256844,0,0,0,0.015551,0,0.075375,0,0
10150,42.372124,-71.088387,5.869364681,1,5.236475606,5.366726297,6.712746606,6.493369003,0,0,0,0,0,0.106387,0,0.013543,0,0,0,0,0,0.000773,0,0.038574,0,0,0,0,0.000285,0,0,0,0.26625,0,0.089066,0.000582,0.197164,0,0,0.000191,0.233023,0,0.022098,0,0
10151,42.372124,-71.08876,4.995430426,1,3.579179298,3.392001847,4.766759188,4.998354324,0,0,0,0,0,0.22677,0,0.037633,0,0,0,0,0,0,0,3.50E-05,0,0,0,0,0.002324,0,0.000941,0,0.356742,0,0.014551,0.00207,0.290352,0,0,0,0.065617,0,2.30E-05,0,0
10152,42.372124,-71.089508,6.190688723,1,5.302686459,5.683824802,5.346771894,5.746016366,0,0,0,0,0,0.252883,0,0.089992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279973,0,0.014164,0,0.180582,0,0,0.007359,0.172277,0,0,0,0
10153,42.372124,-71.08989,6.677452553,1,3.705351737,4.195568123,6.083098304,5.330418028,0,0,0,0,0,0.313477,0,0.002086,0,0,0,0,0,0.014344,0,0.035602,0,0,0,0,0.000297,0,0,0,0.25302,0,0.103617,0.007711,0.228578,0,0,0.000668,0.028934,0,0,0,0
10155,42.372124,-71.091011,5.854200426,1,3.871853183,3.869813607,5.360469292,5.484502099,0,0,0,0,0,0.169992,0,0.072703,0,0,0,0,0.019281,0.008887,0,0,0,0,0,0,0.000391,0,0.000867,0,0.316789,0,0.013773,0.00523,0.371969,0,0,0,0.015312,0,0.004805,0,0
10156,42.372124,-71.091766,5.644655106,1,3.828958341,3.800276992,5.538048712,5.166932081,0,0,0,0,0.00157,0.239449,0,0.062297,0,0,0,0,0,0.018293,0,0,0,0,0,0,0,0,0,0.000945,0.27368,0,0.012438,0.002754,0.265719,0,0,0,0.068336,0,0.053219,0,0
10157,42.372124,-71.09214,6.599016809,1,5.643205522,3.822205551,5.326509022,5.251491052,0,0,0,0,4.00E-06,0.250727,0,0.014184,0,0,0,0,0,0.022504,0,0,0,0,0,0,0,0,0,0,0.340266,0,0.045234,0,0.194559,0,0,0,0.128754,4.00E-06,0,0,0
10158,42.372124,-71.092888,8.434963617,1,6.874081875,6.411218189,6.215275646,6.085410583,0,0,0,0,0,0.313383,0,0.025039,0,0,0,0,0.001551,0.001328,0,0,0,0,0,0,0.026461,0,0.048191,0.001789,0.17966,0,0.050812,0.001023,0.139602,0,0,0,0.196656,0,0.000672,0,0
10159,42.372124,-71.093262,5.904060213,1,5.685453028,7.032719718,5.807725422,5.910973019,0,0,0,0,0,0.232105,0,0.083613,0,0,0,0,0,0.11757,0,3.10E-05,0,0,0,0,7.40E-05,0,0,0,0.174039,0,0.065234,0,0.007352,0,0,0,0.29493,0,0.023574,0,0
10161,42.372124,-71.094391,6.598443404,1,4.649807696,5.317964106,4.82083149,6.150439404,0,0,0,0,0,0.101277,0,0.006438,0,0,0,0,0.001707,0.089074,0,0.012816,0,0,0,0,0,0,0,0,0.278855,0,0.067418,0,0.226422,0,0,0.000156,0.215242,0,0,0,0
10162,42.372124,-71.095139,7.694362979,1,5.161552518,6.117490911,5.739437855,6.283414574,0,0,0,0,0,0.267082,0,0.020457,0,0,0,0,0,0.012422,0,0.004047,0,0,0,0,0,0,0.002543,4.00E-06,0.235457,0,0.07793,0.002949,0.145434,0,0,0,0.187461,0.016695,0,0,0
10163,42.372124,-71.095512,6.829136383,1,6.623426909,5.762017427,5.481165237,6.037041618,0,0,0.003387,0,0,0.295035,0,0.025,0,0,0,0,0,0.009051,0,0,0,0,0,0,0,0,0.010945,0.01523,0.251539,0,0.087867,0.001562,0.1435,0,0,0.002648,0.135496,0,0.011621,0,0
10165,42.372124,-71.096642,6.600138511,1,6.559000762,7.040221594,5.944593929,6.229057779,0,0,0,0,0,0.042508,0,0,0,0,0,0,0,0,0,0.00652,0,0,0,0,0,0,0.037203,0,0.094348,0,0.205359,5.50E-05,0.176047,0,0,0,0.414664,0,0.023297,0,0
10169,42.372124,-71.098892,6.112869787,1,7.213271029,4.850251024,5.332842219,5.917641659,0,0,0,0,0,0.325094,0,0.009832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323949,0,0.066129,0,0.157832,0,0,0,0.116438,0,0,0,0
10171,42.372124,-71.100021,6.804303617,1,5.893550169,5.790870794,5.999293038,6.319696323,0,0,0,0,0,0.168398,0,0.120508,0,0,0,0,0,0.028945,0,0,0,0,0.001262,0,0,0,0.007828,0.000359,0.192031,0,0.078398,0,0.120648,0,0,0,0.271609,0,0.010012,0,0
10174,42.372124,-71.101898,6.731008511,1,6.36577118,7.420797507,6.1275002,5.951002541,0,0,0,0,0,0.307465,0,0.090098,0,0,0,0,0,0.010383,0,0.005652,0,0,0,0,0,0,1.20E-05,0,0.205566,0,0.054051,0,0.055184,0,0,0,0.269488,0,0,0,0
10175,42.372124,-71.102272,6.93946234,1,7.057664477,6.277627099,6.458659814,6.386142238,0,0,0,0,0,0.092504,0,0.028797,0,0,0,0,0.008195,0,0,0,0,0,0,0,0,0,0.054438,0,0.221176,0,0.120598,0,0.120066,0,0,0,0.353594,0,0.000629,0,0
10177,42.372124,-71.103394,6.966410213,1,5.435703953,5.783368919,7.513414737,5.832937017,0.00034,0,0,0,0,0.156348,0,0.014613,0,0,0,0,0.004402,0.032875,0,0.007277,0,0,0,0,0,0,0.11477,0,0.204434,0,0.081898,0.005977,0.15634,0,0,7.80E-05,0.21998,0,0,0,0
10180,42.372124,-71.10527,6.849859574,1,6.48408756,5.604478042,5.874231312,6.356345294,0,0,0,0,0,0.092184,0,0.121387,0,0,0,0,0.015488,0,0,0,0,0,0,0,0,0,0.104906,0,0.183625,0,0.01607,0.003789,0.177453,0,0,0.000195,0.247285,0,0,0,0
10182,42.372124,-71.1064,7.186638511,1,6.032119548,6.19597207,6.068581397,6.265589673,0,0,0.003012,0,0,0.041473,0,0.01227,0,0,0,0,0.000141,0,0,0.041359,0,0,0.002895,0,0,0,0.080992,0,0.220969,0,0.101582,0.008789,0.115785,0,0,0,0.298285,0,0.000465,0,0
10184,42.372124,-71.107529,7.938439362,1,4.887641775,4.610768077,6.219715163,5.95585339,0.000164,0.001008,0,0,0,0.178777,0,0.028996,0,0,0,0,0,0.002688,0,0,0,0,0,0,0,0,0.037984,0,0.318547,0,0.046688,0.001121,0.233781,0,0,0,0.137082,0,0.006734,0,0
10185,42.372124,-71.107903,7.030253404,1,4.879001955,3.442783773,5.806287576,5.57459542,0,0,0,0,0,0.089949,0,0.01357,0,0,0,0,0.000504,0,0,0.002629,0,0,0,0,0,0,0.033387,0,0.40493,0,0.02373,0,0.328254,0,0,0.000688,0.100477,0,0.001883,0,0
10186,42.372124,-71.10865,6.801653191,1,7.377334788,7.183622829,5.999371909,6.671223556,0,0,0,0,0,0.062129,0,0.100371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034824,0,0.15625,0,0.093066,0,0.089453,0,0,0.000188,0.454695,0,0,0,0
10188,42.372124,-71.109779,6.598708298,1,6.389516001,6.243580126,6.356823513,6.424695785,0,0,0,0,0,0.261082,0,0.015766,0,0,0,0,0.000117,0,0,0,0,0,0,0,0,0,0.119766,0,0.227477,0,0.081074,0.006207,0.081617,0,0,0.000461,0.203016,0,0.002988,0,0
10190,42.372124,-71.110901,7.052962128,1,5.989620666,7.095620059,6.327064656,6.352778638,0,0,0,0,0,0.244992,0,0.002812,0,0,0,0,0.032148,0.051195,0,0,0,0,5.10E-05,0,0,0,0.001582,0,0.273891,0,0.036805,0.000254,0.054281,0,0,0.000145,0.294516,0,0.007328,0,0
10191,42.372124,-71.111275,7.625908511,1,7.925055901,7.378960125,6.975164714,6.713452962,0,0,0,0,0,0.162445,0,0.078699,0,0,0,0,0,0.013941,0,0,0,0,0,0,0,0,0.011555,0,0.24277,0,0.04298,2.70E-05,0.037238,0,0,0,0.410344,0,0,0,0
10194,42.372124,-71.113525,7.644822553,1,6.742396382,5.663338912,6.236449255,5.392763372,0,0,0,0,0,0.445324,0,0.209707,0,0,0,0,0,0,0,0.000766,0,0,0,0,0,0,0.08816,0,0.11868,0,0.002727,0.008781,0.099957,0,0,0,0.011223,0,0,0,0
10196,42.372124,-71.114655,6.281078085,1,7.210176392,6.662531017,6.128598852,6.567787609,0,0,0,0,0,0.151504,0,0.036941,0,0,0,0,0,0.019703,0,0.035215,0,0,0,0,0.000449,0,0.002887,0,0.236609,0,0.084289,0,0.084852,0,0,0,0.346934,0,0.000617,0,0
10198,42.372124,-71.115784,5.485795532,1,6.466297674,5.911477869,5.664325121,4.8924655,0,0,0.006168,0,0,0.551434,0,0.024562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217246,0,0.076477,0.016691,0.100414,0,0,0,0.007008,0,0,0,0
10199,42.372124,-71.116531,6.070332553,1,7.65670279,6.267528421,6.527855323,5.973252644,0,0,0,0,0,0.414465,0,0.073086,0,0,0,0,0,0.069723,0,0,0,0,0,0,0.019766,0,0,0,0.15677,0,0.077762,0,0.102945,0,0,0,0.085484,0,0,0,0
10200,42.372124,-71.116905,5.125496596,1,5.888607978,5.717006175,6.561550299,5.80344186,0,0,0,0,0,0.448887,0,0.084305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01527,0,0.221453,0,0.04052,0,0.146051,0,0,0,0.043516,0,0,0,0
10201,42.372124,-71.117661,4.210215745,1,6.683403215,5.874834093,5.591401982,4.452612023,0,0,0,0,0,0.579211,0,0.011859,0,0,0,0,0,0.000238,0,0.036891,0,0,0,0,0,0,0.000109,0,0.137676,0,0.122176,0.002113,0.069887,0,0,0,0.034152,0,0.005688,0,0
10202,42.372124,-71.118034,6.737976809,1,3.351414871,4.268278608,6.579811491,5.130728507,0,0.001629,0,0,0,0.344555,0,0.07952,0,0,0,0,0,0.007848,0,0,0,0,0,0,0.001004,0,0,0,0.262836,0,0.043668,0,0.2345,0,0,3.90E-05,0.023711,0,0,0,0
10203,42.372124,-71.118782,8.46727,1,5.036122349,5.183218882,4.810413495,5.60391714,0.000363,0,0,0,0,0.18748,0,0.002008,0,0,0,0,0,0.07698,0,0,0,0,0,0,0.010828,0,0,0,0.227633,0,0.059461,0,0.225016,0,0,0.000266,0.135215,0,0.073938,0,0
10204,42.372124,-71.119156,6.057211277,1,4.654844883,3.847596515,5.050300507,5.227726035,0,0,0,0,0,0.261102,0,0.000547,0,0,0,0,0.00023,0.150191,0,0.002254,0,0,0,0.08293,0.000805,0,4.00E-06,0,0.255801,0,0.024457,0,0.18332,0,0,0.003602,0.012949,0,0.019957,0,0.000609
10206,42.372448,-71.058548,5.402338085,1,4.84214454,3.495296901,5.229790065,5.306650136,0,0,0,0,0,0.140918,0,0.00027,0,0,0,0,0,0.008199,0,0,0,0,0,0,0.000605,0,0.002258,0,0.395691,0,0.028098,0.010367,0.349035,0,0,0,0.053223,0,0.009828,0,0
10207,42.372448,-71.058929,7.180447234,1,4.762288177,4.471694847,5.104022379,5.998607778,0,0,0,0,0,0.063809,0,0.007367,0,0,0,0,0,0.005473,0,0.027965,0,0,0,0,0,0,0,0,0.380277,0,0.033582,0.004086,0.307195,0,0,0.00575,0.162512,0,0,0,0
10208,42.372448,-71.059677,6.790310426,1,2.753810617,3.59109008,5.00425877,4.714227532,0,0,0,0,0.002109,0.264734,0,0.007727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31341,0,0.006621,0,0.345465,0,0,0,0.014613,0,0,0,0
10209,42.372448,-71.060051,3.861666596,1,3.27607507,2.847827342,2.641980763,2.864209627,0,0,0,0,0,0,0,0,0.353367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625137,0,0
10212,42.372448,-71.061928,5.839358723,1,5.046165138,5.398176467,6.794689543,5.937074177,0,0,0,0,0,0.177203,0,0.029375,0,0,0.001188,0,0,0.002348,0,0,0,0,0,0,0.003305,0,0.003965,0.007887,0.28727,0,0.102293,0.000648,0.202996,0,0,0.000203,0.163562,0,0.011352,0,0
10215,42.372448,-71.063431,5.577031702,1,7.052587048,6.402273645,6.548028884,5.519532028,0,0,0,0,0,0.480172,0,0.00566,0,0,0,0,0,0,0,0.000117,0,0,0,0,0.003699,0,0.030395,0,0.241711,0,0.074965,0.000711,0.11382,0,0,4.70E-05,0.041383,0,0.001145,0,0
10216,42.372448,-71.064178,5.723902979,1,5.827533463,4.628945698,6.152991604,5.720446436,0.004902,0,0,0,0,0.299621,0,0.031277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000301,0,0.28609,0,0.055199,0,0.167508,0,0,0,0.155102,0,0,0,0
10217,42.372448,-71.064552,4.670914894,1,4.579695339,4.142189393,4.408273004,4.532063059,0,0,0,0,0,0.027547,0,0.007676,0,0,0,0,0.001336,0.012801,0,0.017242,0,0,0,0,0,0,6.60E-05,0,0.347211,0,0.02818,6.60E-05,0.368305,0,0,0.001816,0.139344,0,0.000281,0,0
10218,42.372448,-71.065308,4.902988511,2,3.779122042,2.365399042,5.07885702,3.715365715,0,0,0,0,0.004344,0.022238,0,0.005719,0,0,0,0,0.001895,0,0,0.000113,0,0,0,0,0,0,0.029637,0,0.335406,0,0.094266,0.004,0.437426,0,0,0.002867,0.056246,0,0.001605,0,0
10219,42.372448,-71.065681,4.691581277,2,1.864161351,2.126204628,5.188050292,3.225657293,0,0,0,0,0,0.01257,0,0.030125,0,0,0,0,0.004156,0,0,0.02027,0,0,0,0,0,0,0,0,0.409059,0,0.001457,0.007098,0.433887,0,0,0,0.081379,0,0,0,0
10220,42.372448,-71.066811,4.162559362,2,3.038896138,2.513705349,4.482425561,3.149687855,0,0,0,0,0,0.050852,0,0.006637,0,0,0,0,0.016742,0.033055,0,0,0,0,0,0,0.000648,0,0,0.009242,0.288066,0,0,1.60E-05,0.482918,0,0,0,0.000273,0,0.102234,0,0
10221,42.372448,-71.067558,3.889928723,2,3.044194108,2.48860292,4.1922505,3.193675263,0,0,0,0,0,0.04966,0,0.002414,0,0,0,0,0.027324,0.058938,0,0,0,0,0,0,0,0,0,0.006188,0.284562,0,0,0.000672,0.480301,0,0,0,0.002719,0,0.087203,0,0
10222,42.372448,-71.067932,4.160299149,2,2.229436717,2.43205032,3.968340348,2.818403355,0,0,0,0,0,0.024531,0,0.002465,0,0,0,0,0.03782,0.092684,0,0,0,0,0,0,0,0,0,0,0.351441,0,0,0.000234,0.482109,0,0,0,0.005422,0,0.003168,0,0
10223,42.372448,-71.068687,4.291160213,1,3.217331348,3.631196261,4.837990556,5.310181901,0,0,0,0,0.004754,0.1235,0,7.80E-05,0.073707,0,0.014914,0,0.029043,0.006266,0,0,0,0,0,0,0,0,0.00148,0,0.427746,0,0.000879,0,0.272895,0,0,0,0.008562,0,0.036137,0,0
10224,42.372448,-71.069061,4.564488936,1,3.353373562,2.768769115,2.85396299,2.918388429,0,0,0,0,0.135816,0.011238,0,0,0.207137,0,0.041215,0,0.008387,0.000184,0,0,0,0,0,0,0,0,0,0.005289,0.189434,0,0,0,0.109602,0,0,0,0,0,0.291262,0,0
10225,42.372448,-71.069809,5.094754255,1,3.25560322,3.402677593,4.455333059,4.541598168,0,0,0,0,0.18209,0.026797,0,0.00352,0,0,0,0,0.065039,0.048906,0,0,0,0,0,0,0,0,0,0.008199,0.22975,0,0,0.003359,0.376914,0,0,0,0,0,0.055426,0,0
10226,42.372448,-71.070183,5.470845957,2,3.126820044,2.464654625,4.193507664,2.76800765,0,0,0,0,0.039543,0.031754,0,0,0,0,0,0,0.025457,0.046383,0,0,0,0,0,0,0,0,0,0,0.361977,0,0,0.004965,0.442406,0,0,0,0,0,0.047516,0,0
10227,42.372448,-71.070938,4.269266383,1,2.817944032,3.603785562,5.489946197,5.297963144,0,0,0,0,0.004746,0.100574,0,0.09457,0,0,0,0,0.025141,0.000844,0,7.80E-05,0,0,0,0,0,0,0,0,0.294793,0,0.000777,0,0.419316,0,0,7.00E-05,0.008016,0,0.023395,0,0
10229,42.372448,-71.078064,3.930898723,1,3.444834041,4.34387443,4.798742808,5.255630319,0.006281,0,0,0,0,0.18643,0,3.50E-05,0,0,0,0,0.034211,3.90E-05,0,0,0,0,0,0,0,0,0.014938,0,0.348648,0,0.035559,0,0.294219,0,0,0,0.053953,0,0.021094,0,0
10230,42.372448,-71.078819,5.73507234,1,4.055211888,4.042068209,6.447808023,5.038345521,0,0,0,0,0,0.336508,0,0.004656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014996,0,0.291305,0,0.092457,0.001488,0.248199,0,0,0.004535,0.005465,0,0,0,0
10232,42.372448,-71.079941,6.762470426,1,5.316932538,4.438513474,5.50527304,5.849519588,0,0,0,0,0,0.201336,0,0.023102,0,0,0,0,0,0,0,0.034117,0,0,0,0,0,0,0,0,0.338996,0,0.054535,0,0.202777,0,0,0,0.139523,0.000941,0,0,0
10234,42.372448,-71.08107,6.085156383,1,6.73626007,6.692827053,6.711917361,6.05978882,0,0,0,0,0,0.288285,0,0.006746,0,0,0,0,0,0.004652,0,0.000387,0,0,0,0,0,0,0,0,0.287855,0,0.082438,0.014578,0.062238,0,0,0,0.245938,0,0.006336,0,0
10236,42.372448,-71.082191,5.565994681,1,6.792064215,5.717006175,6.57856712,6.531321535,0,0,0,0,0,0.364273,0,0.165645,0,0,0,0,0,0,0,0,0,0,0,0,8.00E-06,0,0,0,0.219199,0,0.010184,0,0.12702,0,0,0,0.113672,0,0,0,0
